title,question_fr,proof_fr,widget_fr,widget_en,help_fr,renewable
6.3.2,Utilisez-vous des matériaux de construction provenant dun fournisseur de la région (moins de 100 km) de létablissement?,facture de lacquisition et adresse du fournisseur,"Lors de construction ou de rénovation, létablissement utilise des matériaux provenant dun fournisseur établi à moins de 100 km.",While building or renovating the establishment uses material from a provider hailing from less than 100 km.,"Consommer localement est aussi approprié lors de travaux de construction et de rénovation. En fait, lutilisation de ressources locales permet de favoriser lentrepreneuriat local, réduire le chômage et diminuer le transport des marchandises.",x
6.3.3,Utilisez-vous des matériaux de construction en bois certifiés selon des critères dexploitation forestière durable?,facture de lacquisition et preuve de la certification,"Lors de construction et de rénovation, létablissement utilise des matériaux de bois certifiés selon les critères dexploitation durable des forêts.",While building or renovating the establishment uses wood material certified according so criteria of sustainable exploitation of forests.,"Lutilisation de bois certifié assure que les meilleures pratiques forestières ont été respectées lors de la coupe, du transport et de la transformation du bois. Plusieurs certifications dexploitation forestière durable sont disponibles au Québec: Sustainable forestry initiative (SFI), Forest stewardship council (FSC) ou CSA Z809-Sustainable forest management.",x
6.3.4,Utilisez-vous des matériaux de construction de deuxième vie?,,"Lors de construction et de rénovation, létablissement utilise lorsque possible, des matériaux de deuxième vie.",While building or renovating the establishment uses second-hand material as much as possible.,"Dans certains cas, utiliser des matériaux de deuxième vie est une solution pour donner du cachet à un décor. Cela permet surtout de ne pas produire de matières nouvelles. Avant deffectuer un achat, il est préférable de mettre en pratique la pensée des 3 RV (réduire, réutiliser, recycler et valoriser).",x
6.3.5,Avez-vous installé une pompe à chaleur géothermique certifiée Energy Star.,facture de lacquisition ou photo et description (marque et modèle) de léquipement ou preuve de la certification,Létablissement a installé une pompe à chaleur géothermique.,The establishment has installed a ground-source heat pump.,Utiliser des sources renouvelables dénergie permet de diminuer limpact environnemental de létablissement. La géothermie fait partie des sources renouvelables dénergie.,x
6.3.6,Avez-vous utilisé les conseils dun spécialiste en efficacité énergétique pour la conception et lentretien périodique des bâtiments?,facture du spécialiste ou rapport,Létablissement utilise les conseils dun spécialiste reconnu en efficacité énergétique pour la conception et lentretien périodique des bâtiments.,The establishment uses a recognised energy efficiency specialist for the conception as well as the regular maintenance of the buildings.,"Utiliser un spécialiste reconnu permet de sassurer de la compétence de lindividu et cela favorise une vision externe à létablissement. Cela permet souvent de trouver des éléments quune personne à linterne, aussi compétente soit-elle, a de la difficulté à identifier.",x
6.3.7,Avez-vous refait lisolation thermique du ou des bâtiments pour la rendre plus efficace que les exigences minimales du code modèle national en énergie pour les bâtiments (CMNEB)?,copie du contrat de réfection,Lefficacité e l isolation des bâtiments dépasse les normes nationales de lindustrie.,The efficiency of the insulation of the buildings exceeds the national standards of the industry.,"Souvent, les normes sont constituées du plus bas dénominateur commun entre ce qui est souhaitable, ce qui est possible techniquement et ce qui coute le moins cher. Ainsi, pour démontrer son engagement, il est important de dépasser les normes en vigueur dans certains domaines. Lisolation des bâtiments est un de ces domaines.",x
6.3.8,Avez-vous installé un toit vert (surface minimale de 10 m x 10 m)?,photo,Létablissement a installé un toit vert.,The establishment has installed a green roof.,"Un toit vert peut servir à cultiver des fines herbes, il peut devenir un endroit de pause pour les employés ou encore pour les clients. Peu importe si vous lutiliser ou non, un toit vert en absorbant les rayons solaires, diminue les ilots de chaleur urbains et lécoulement de leau de pluie.",x
7.1.1,"Dans la majorité des chambres, avez-vous un système de collecte des matières recyclables?",photos de quelques chambres,Il y a au moins un bac de recyclage dans la chambre.,There is at least one recycling bin in the room.,"Permettre à la clientèle de pouvoir recycler envoie un signal clair sur lorientation et les valeurs de létablissement. Évidemment, il est important que le recyclage soit ramassé de manière adéquate sns quil soit mélangé aux déchets ultimes. Plusieurs fournisseurs québécois possèdent une offre intéressante de bacs de recyclage dans les chambres.",x
7.1.1,"Dans la majorité des chambres, utilisez-vous des draps fabriqués au Québec?",photo et facture confirmant lachat,La literie de la chambre est fabriquée au Québec.,The bedding is made in Quebec.,"Utiliser des produits locaux favorise lentrepreneuriat dans la communauté, diminue le chômage et réduit les besoins de transport de marchandises. Cela contribue au développement des communautés et au partage plus équitable des richesses.",
7.1.2,"Dans la majorité des chambres, utilisez-vous de la peinture sans composé organique volatil (COV)?",facture de lachat et photo,La peinture utilisée dans les chambres ne contient pas de «composés organiques volatils (COV).,The paint used in the rooms contains no volatile organic compound (OVC).,"Les composés organiques volatils (COV) sont une gamme étendue et diversifiée de produits chimiques contenant du carbone et de lhydrogène. Leurs sources démission dans lair intérieur sont variées et comprennent la fumée de cigarette, les produits domestiques comme les assainisseurs dair, le mobilier, les gaz déchappement des véhicules et les matériaux de construction comme la peinture, le vernis et les colles. Il existe un nombre limité de données qui associent directement les mélanges de COV des maisons à des problèmes de santé connus. Lhypothèse voulant que lorsque combinée, la toxicité de centaines de COV puisse saccumuler et créer des risques pour la santé est une préoccupation majeure bien que non prouvée.",x
7.1.2,"Dans la majorité des chambres, utilisez-vous des draps certifiés équitables?",photo et facture confirmant lachat,La literie de la chambre est certifiée équitable.,The bedding is certified sustainable.,"Acheter des produits équitables permet de sassurer que toute la chaine de fabrication a pu recevoir sa juste part de salaire. En effet, dans bien des cas, les individus et groupes qui travaillent le plus reçoivent le moins de compensation pour leurs efforts.",
7.1.3,Avez-vous posé des revêtements de sol textiles certifiés « Green Label » dans la majorité des chambres?,facture de lachat et photo,Les revêtements de sols de la majorité des chambres sont certifiés «Green label»,The floor-coverings in most rooms are certified Green-label.,Les matériaux utilisés comme revêtement sont souvent une source à moyen terme démanation de produits toxiques pour la santé. Utiliser des produits ayant une certification environnementale permet de sassurer que le revêtement a été fait selon des règles environnementales strictes et quil nest pas nocif pour la santé des employés et des clients.,
7.1.3,"Dans la majorité des chambres, utilisez-vous des serviettes fabriquées au Québec?",photo et facture confirmant lachat,Les serviettes de la chambre sont fabriquées au Québec.,Towels in the rooms are made in Quebec.,"Utiliser des produits locaux favorise lentrepreneuriat dans la communauté, diminue le chômage et réduit les besoins de transport de marchandises. Cela contribue au développement des communautés et au partage plus équitable des richesses.",
7.1.4,"Dans les chambres, utilisez-vous des filtres à café réutilisables en tissu ou en acier?",photo et facture confirmant lachat,Les filtres à café de la cafetière de la chambre sont réutilisables (tissus ou acier).,"In the rooms, the coffee makers coffee filters are reusable (cloth or steel).","Lors de la sélection de produits, il est préférable dappliquer la pensée des 3 RV (réduire, réutiliser, recycler, valoriser). Dans ce cas, la réutilisation des filtres permet de diminuer la consommation deau quil faudrait pour en produire des nouveaux (qui est beaucoup plus élevée que leau pour les laver), cela permet aussi de réduire aussi les matières pour la fabrication de filtres neufs et leur transport.",
7.2.1,"Dans la majorité des chambres, avez-vous installé des distributeurs pour les produits d’hygiène personnelle (shampoing, savon, crème pour le corps, revitalisant)?",photo et facture confirmant lachat,Les produits dhygiène personnelle de la chambre sont dans des distributeurs.,The personal hygiene products in the room are in dispensers.,"Lors de la sélection de produits, il est préférable dappliquer la pensée des 3 RV (réduire, réutiliser, recycler, valoriser).Dans ce cas-ci, lutilisation de distributeur de produits dhygiène personnelle dans la majorité des chambres permet déviter lemballage inutile et favorise loptimisation du transport.",
7.2.10,"Dans les chambres, utilisez-vous des produits dhygiène personnelle (shampoing) certifiés Écologo?",photo et facture confirmant lachat,Le shampoing de la chambre est certifié ECOLOGO.,Shampoo in the room is certified ECOLOGO.,"Utiliser des produits certifiés ÉCOLOGO favorise la diminution des impacts environnementaux de la fabrication. Certains produits québécois sont aussi certifiés ÉCOLOGO. Pour plus dinformations, consulter le site www.ecologo.org",
7.2.11,"Dans les chambres, utilisez-vous du papier tissu composé de matières recyclées et certifié ÉcoLogo?",photo et facture confirmant lachat,Le papier tissu de la chambre est composé de matières recyclées et certifié ECOLOGO .,Tissue paper in the room is certified ECOLOGO.,"Utiliser des produits certifiés ÉCOLOGO favorise la diminution des impacts environnementaux de la fabrication. Certains produits québécois sont aussi certifiés ÉCOLOGO. Pour plus dinformations, consulter le site www.ecologo.org",
7.2.12,"Dans les chambres, indiquez-vous les instructions sur la possibilité de réutiliser sans laver les serviettes et la literie?",politique et photo,Des instructions sont installées dans les chambres pour permettre la réutilisation des serviettes et de la literie sans les laver.,Instructions are left in rooms to reuse towels and bedding without having to wash them.,"La mesure la plus simple à mettren en place tout en ayant le plus dimpacts économique, environnemental et social. Cependant, assurez-vous quelle est respectée par vos employés. Il ny a rien de pire que dannoncer une mesure qui demande la participation du client et quil constate que malgré ses efforts, cette mesure nest finalement pas intégrée aux activités les plus quotidiennes de létablissement. Cela fait en sorte de décrédibiliser lensemble de la démarche.",
7.2.13,"Dans les chambres, informez-vous les clients du programme Réservert?",outil de communication et photo,Létablissement communique les informations sur le programme Réservert dans la chambre.,The establishment gives information on RESERVERT in the room.,"Il est important dinformer la clientèle des programmes de développement durable auxquels vous souscrivez. Le respect des principes de développement durable qui sont favorisés par des programmes comme Réservert, sont autant dirigés vers votre clientèle que vers vos employés, que vers vos fournisseurs.",
7.2.14,"Dans les chambres, informez-vous les clients de votre implication et de vos actions en développement durable?",outil de communication et photo,Létablissement communique son implication et ses actions de développement durable dans la chambre.,"The establishment communicates its involvement in sustainable development actions, in the rooms.","Ce ne sera pas la majrotié des clients qui vont prendre connaissance de ces informations. Toutefois, les personnes qui vont prendre le temps de sy intéresser seront vos ambassadeurs auprès de leur milieu de travail ou milieu social. Ils connaitront vos actions et vos résultats et pourront en parler comme des exemples de bonnes pratiques. Sachez toutefois rendre ces informations visuellement intéressantes pour que le client ait le gout de les lire!",
7.2.2,"Dans la majorité des chambres, offrez-vous des produits d’hygiène personnelle dans des emballages recyclés?",photo et facture confirmant lachat,Les produits dhygiène personnelle de la chambre sont dans des emballages recyclés.,The personal hygiene products in the room are in recycled packaging.,"Lors de la sélection de produits, il est préférable dappliquer la pensée des 3 RV (réduire, réutiliser, recycler, valoriser).Dans ce cas-ci, lutilisation de contenants recyclés pour les produits dhygiène personnelle dans la majorité des chambres permet de diminuer la consommation de matières neuves dans lemballage des produits.",
7.2.3,"Dans la majorité des chambres, offrez-vous des produits d’hygiène personnelle dans des emballages recyclables?",photo et facture confirmant lachat,Les produits dhygiène personnelle de la chambre sont dans des emballages recyclables.,The personal hygiene products in the room are in recyclable packaging.,"Lors de la sélection de produits, il est préférable dappliquer la pensée des 3 RV (réduire, réutiliser, recycler, valoriser).Dans ce cas-ci, lutilisation de contenants recyclables pour les produits dhygiène personnelle dans la majorité des chambres permet à la clientèle de recycler les emballages une fois les produits utilisés.",
7.2.4,"Dans les chambres, offrez-vous des produits d’hygiène personnelle (savon à main et pour le corps) fabriqués au Québec?",photo et facture confirmant lachat,Les savons de la chambre sont fabriqués au Québec.,Soap bars in the room are made in Quebec.,"Utiliser des produits locaux favorise lentrepreneuriat dans la communauté, diminue le chômage et réduit les besoins de transport de marchandises. Cela contribue au développement des communautés et au partage plus équitable des richesses.",
7.2.5,"Dans la majorité des chambres, offrez-vous des produits d’hygiène personnelle (shampoing) fabriqués au Québec?",photo et facture confirmant lachat,Le shampoing de la chambre est fabriqué au Québec.,Shampoo in the room is made in Quebec.,"Utiliser des produits locaux favorise lentrepreneuriat dans la communauté, diminue le chômage et réduit les besoins de transport de marchandises. Cela contribue au développement des communautés et au partage plus équitable des richesses.",
7.2.6,"Dans les chambres, offrez-vous des produits d’hygiène (savon à main et pour le corps) fabriqués par un artisan local (dont la production est située à moins de 100 km)?",photo et facture confirmant lachat avec ladresse du fournisseur,Les savons de la chambre sont fabriqués par un artisan local (moins de 100 km de létablissement).,Soap bars in the room are made by a local artisan (less than 100 km from the establishment).,"Utiliser des produits locaux favorise lentrepreneuriat dans la communauté, diminue le chômage et réduit les besoins de transport de marchandises. Cela contribue au développement des communautés et au partage plus équitable des richesses.",
7.2.7,"Dans les chambres, utilisez-vous des produits dhygiène personnelle (savon à main et pour le corps) certifiés biologiques?",photo et facture confirmant lachat,Les savons de la chambre sont certifiés biologiques.,Sopa bars in the room are certified organic.,Utiliser des produits certifiés biologiques favorise les bonnes pratiques de cultures et de prélèvement des ressources. Certains produits québécois sont aussi biologiques.,
7.2.8,"Dans les chambres, utilisez-vous des produits dhygiène personnelle (shampoing) certifiés biologiques?",photo et facture confirmant lachat,Le shampoing de la chambre est certifié biologique.,Shampoo in the room is made in Quebec.,Utiliser des produits certifiés biologiques favorise les bonnes pratiques de cultures et de prélèvement des ressources. Certains produits québécois sont aussi biologiques.,
7.2.9,"Dans les chambres, utilisez-vous des produits dhygiène personnelle (savon à main et pour le corps) certifiés Écologo?",photo et facture confirmant lachat,Les savons de la chambre sont certifiés ÉCOLOGO.,Soap bars in the room are certified ECOLOGO.,"Utiliser des produits certifiés ÉCOLOGO favorise la diminution des impacts environnementaux de la fabrication. Certains produits québécois sont aussi certifiés ÉCOLOGO. Pour plus dinformations, consulter le site www.ecologo.org",
7.3.1,"Dans la majorité des chambres, avez-vous installé des détecteurs de mouvements pour l’éclairage?",Photos de lappareil dans la chambre,Létablissement a installé des détecteurs de mouvements pour léclairage de la chambre.,The establishment has installed motion sensors in the room for lighting.,Les détecteurs de mouvements pour régler léclairage dans la chambre est le meilleur moyen pour sassurer dune utilisation optimale de lénergie pour la lumière.,
7.3.10,"Dans les chambres, avez-vous remplacé les foyers au bois par des foyers électriques ou au gaz?",Facture dacquisition et phot des poêles,Létablissement a installé un foyer électrique ou au gaz dans la chambre plutôt quun foyer au bois.,The establishment has installed an electric or gas fireplace instead of a wood one.,,
7.3.11,"Dans les chambres, fermez-vous les rideaux en été et les laissez-vous ouverts en hiver lorsque la chambre est vacante?",Copie de la politique et photo dune chambre inoccupée,Létablissement ferme les rideaux de la chambre en été et les ouvre en hiver lorsquelle est vacante.,"When the room is vacant, the establishment closes the drapes in summer and keeps them open in winter.","Fermer les rideaux de la chambre est une pratique peu courante qui a pourtant un effet considérable sur lénergie et le mobilier. En effet, fermer les rideaux permet de ne pas la chauffer inutilement durant les chaudes journées dété tout en limitant lexposition du mobilier et des tissus à la lumière directe. Durant lhiver, laisser les rideaux ouverts permet de récupérer un peu de chaleur par le soleil tout en limitant lexposition des tissus à la lumière directe du soleil.",
7.3.12,"Dans la majorité des chambres, avez-vous installé des fenêtres à haute efficacité thermique?",Copie des factures dachats des fenêtres ou fiche descriptive du produit et photo des fenêtres,Létablissement a installé des fenêtres à haute efficacité énergétique dans la chambre.,The establishment has installed high energetic efficiency windows in the room.,Les fenêtres à haute efficacité énergétique permettent doptimiser la gestion de lénergie et du chauffage dans les chambres.,
7.3.2,"Dans les chambres, avez-vous équipé le système de chauffage de thermostats électroniques en fonction de l’heure d’arrivée des clients?",Photo de lappareil dans la chambre,Létablissement a programmé les thermostats électroniques en fonction de lheure de votre arrivée dans la chambre.,The establishment has programed the electronic Thermostat in your room for your arrival time.,"La programmation de thermostats électroniques (individuels ou programmés par le système de gestion énergétique) est un moyen efficace pour assurer un contrôle du chauffage dans létablissement. Plusieurs solutions sont disponibles au Québec et plusieurs programmes permettent la transition. Pour plus dinformation, consulter le site dHydro-québec www.hydroquebec.com",
7.3.3,"Dans les chambres, contrôlez-vous la température ambiante de façon à ce quelle se maintienne à moins de 21 °C lhiver et à plus de 23 °C lété?",Copie de la politique régissant la température ambiante,Létablissement maintien la température de la chambre en moyenne à moins de 21 °C lhiver et à plus de 23 °C lété.,The establishment maintains and average temperature lower 21 °C in winter and higher than 23 °C summer.,"La programmation de thermostats électroniques (individuels ou programmés par le système de gestion énergétique) est un moyen efficace pour assurer un contrôle du chauffage dans létablissement. De conserver la température entre 21 °C lhiver et à plus de 23 °C lété optimise lénergie pour chauffer les chambres. Pour plus dinformation, consulter le site dHydro-québec www.hydroquebec.com",
7.3.4,"Dans les chambres, avez-vous installé des fiches au-dessus des interrupteurs demandant aux clients déteindre les lumières et les autres appareils lorsque la chambre est non occupée?",Photo des fiches dans les chambres,Létablissement a installé des fiches près des interrupteurs des chambres vous demandant déteindre les lumières lorsque vous quittez.,The establishment has put up notification next to the light switches asking you to turn off the lights when you leave the room.,"Faire participer la clientèle dans la démarche permet de les sensibiliser à léconomie des ressources, mais aussi de les faire participer au projet de létablissement. Lengagement des clientèles est aujourdhui une évidence et un objectif à atteindre pour les organisations en général.",
7.3.5,"Dans les chambres, avez-vous installé des fiches au-dessus des thermostats demandant aux clients de régler la température à moins de 21 °C lhiver et à plus de 23 °C lété?",Photo des fiches dans les chambres,Létablissement a installé des fiches près des thermostats vous demandant de régler la température moyenne à moins de 21 °C lhiver et à plus de 23 °C lété,The establishment has put up notification next to the Thermostat asking you to set the temperature lower 21 °C in winter and higher than 23 °C summer.,"Faire participer la clientèle dans la démarche permet de les sensibiliser à léconomie des ressources, mais aussi de les faire participer au projet de létablissement. Lengagement des clientèles est aujourdhui une évidence et un objectif à atteindre pour les organisations en général.",
7.3.6,"Dans les chambres, avez-vous installé un système de contrôle automatique de léclairage?",Photo du système de contrôle automatique,,,,
7.3.7,"Dans les chambres, contrôlez-vous le pourcentage d’humidité relative de lair de façon à ce quil se maintienne entre 30 et 50 %?",Copie de la politique régissant le pourcentage dhumidité et photo prouvant le pourcentage,Létablissement contrôle lhumidité relative de lair de la chambre entre 30 et 50 %.,The establishment keeps the relative air humidity between 30 and 50%.,Le contrôle de lhumidité dans les chambres permet doptimiser le chauffage tout en augmentant le confort des clients.,
7.3.8,"Dans les chambres, utilisez-vous des équipements d’éclairage à faible consommation énergétique?",Photo des ampoules,Létablissement utilise des ampoules à faible consommation énergétique dans la chambre.,The establishment uses low energy consumption light bulbs in the room.,Les ampoules à faible consommation énergétique permettent dutiliser moins dénergie et daugmenter leur vie utile tout en diffusant un éclairage adéquat.,
7.3.9,"Dans les chambres, avez-vous placé des réflecteurs de chaleur derrière les radiateurs à eau?",Photo des réflecteurs de chaleur,Létablissement a placé des réflecteurs de chaleur derrière les radiateurs.,The establishment has placed heat reflectors behind the radiators.,"Cette mesure, bien que peu dispendieuse, permet doptimiser un équipement de chauffage en augmentant sa vie utile et en le rendant plus performant.",
7.4.1,"Dans les chambres, avez-vous installé des détecteurs de mouvements pour robinets",Photo des robinets,Létablissement a installé des détecteur de mouvement pour les robinets de la salle de bain de la chambre.,The establishment has installed motion sensors on the bathroom faucets in the room.,"En 2011, le Québécois moyen utilisait 364 litres d’eau potable par jour. C’est 45 % de plus que la moyenne canadienne et 75 % de plus que celle de l’Ontario (source : Statistique Canada, Enquête sur les usines de traitement de l’eau potable – 2011). Les détecteurs de mouvements pour régler le débit des robinets dans la chambre est le meilleur moyen pour sassurer dune utilisation optimale de leau en évitant les gaspillages. Plusieurs informations sont disponibles sur le site de Hydro-Québec : http://www.hydroquebec.com/residentiel/economiser-l-energie/chauffage/economiser-eau/ecoresponsable/",
7.4.2,"Dans les chambres, avez-vous installé des régulateurs de débit d’eau pour les robinets?",Copie des factures dachats des régulateurs et photo de léquipement,Létablissement a installé des régulateurs deau pour les robinets de la salle de bain de la chambre.,The establishment has installed water regulators for the bathroom faucets in the room.,"En 2011, le Québécois moyen utilisait 364 litres d’eau potable par jour. C’est 45 % de plus que la moyenne canadienne et 75 % de plus que celle de l’Ontario (source : Statistique Canada, Enquête sur les usines de traitement de l’eau potable – 2011). Les régulateurs de débit pour les robinets dans la chambre est un moyen efficace et discret pour sassurer doptimiser lutilisation de leau. Plusieurs informations sont disponibles sur le site de Hydro-Québec : http://www.hydroquebec.com/residentiel/economiser-l-energie/chauffage/economiser-eau/ecoresponsable/",
7.4.3,"Dans les chambres, avez-vous installé des régulateurs de débit pour pommes de douches?",Copie des factures dachats des régulateurs et photo de léquipement,Létablissement a installé un régulateur de débit pour la pomme de douche de la salle de bain de la chambre.,,Les régulateurs de débit pour la pomme de douche dans la chambre est un moyen efficace et discret pour sassurer doptimiser lutilisation de leau. Plusieurs informations sont disponibles sur le site de Hydro-Québec : http://www.hydroquebec.com/residentiel/economiser-l-energie/chauffage/economiser-eau/ecoresponsable/,
7.4.4,"Dans les chambres, avez-vous installé des appareils permettant de diminuer la capacité des chasses deau ou des toilettes à faible débit?",Copie des factures dachats des appareils et photo des équipements ou des toilettes à faible débit,Létablissement utilise des appareils permettant de diminuer la consommation deau des toilettes ou des toilettes à faible débit dans la salle de bain de la chambre.,The establishment uses devices to lower the toilets water consumption or uses low-flow toilets.,"En 2011, le Québécois moyen utilisait 364 litres d’eau potable par jour. C’est 45 % de plus que la moyenne canadienne et 75 % de plus que celle de l’Ontario (source : Statistique Canada, Enquête sur les usines de traitement de l’eau potable – 2011). Les appareils permettant de réduire la capacité des chasses deau dans la chambre est un excellent moyen pour sassurer dune utilisation optimale de leau en évitant les gaspillages. Plusieurs informations sont disponibles sur le site de Hydro-Québec : http://www.hydroquebec.com/residentiel/economiser-l-energie/chauffage/economiser-eau/ecoresponsable/",
7.4.5,"Dans les chambres, avez-vous banni l’utilisation des bouteilles d’eau?",Copie de la Politique traitant de lutilisation des bouteilles deau,Létablissement noffre pas de bouteilles deau dans la chambre.,The establishment doesnt offer bottled water in the rooms.,"En 2011, le Québécois moyen utilisait 364 litres d’eau potable par jour. C’est 45 % de plus que la moyenne canadienne et 75 % de plus que celle de l’Ontario (source : Statistique Canada, Enquête sur les usines de traitement de l’eau potable – 2011). De plus, on sait que leau potable provenant des municipalités québécoises est soumise à une vérification régulière qui excède la vérification faite pour l,eau embouteillée, son utilisation est donc plus sécuritaire. Lélimination complète de la distribution de bouteilles deau est une mesure pertinente dans un cadre de développement durable.",
8.1.1,"Dans les aires communes, utilisez-vous de la peinture sans composé organique volatile (COV)?",facture de lachat et photo des pots de peinture,"Létablissement a utilisé de la peinture sans composés organisques volatiles (COV) dans les aires communes (corridors, hall dentrée, restaurant, etc.)","The establishment used volatile organic compound-free (VOC) paint in the common area ( hallways, entrance, restaurant etc.)","Les composés organiques volatiles (COV) sont une gamme étendue et diversifiée de produits chimiques contenant du carbone et de lhydrogène. Leurs sources démission dans lair intérieur sont variées et comprennent la fumée de cigarette, les produits domestiques comme les assainisseurs dair, le mobilier, les gaz déchappement des véhicules et les matériaux de construction comme la peinture, le vernis et les colles. Il existe un nombre limité de données qui associent directement les mélanges de COV des maisons à des problèmes de santé connus. Lhypothèse voulant que lorsque combinée, la toxicité de centaines de COV puisse saccumuler et créer des risques pour la santé est une préoccupation majeure bien que non prouvée.",
8.1.2,"Dans les aires communes, contrôlez-vous la température ambiante de façon à ce quelle se maintienne à moins de 21 °C lhiver et à plus de 23 °C lété?",Copie de la politique régissant la température ambiante,"Létablissement contrôle la température ambiante de façon à ce quelle se maintienne à moins de 21 °C lhiver et à plus de 23 °C lété dans les aires communes (corridors, hall dentrée, restaurant, etc.).","The establishment sets the Thermostats to maintain an average temperature below 21 °C in winter and higher that 23 °C in the summer in all common area (hallways, entrance, restaurant etc.)","La programmation de thermostats électroniques (individuels ou programmés par le système de gestion énergétique) est un moyen efficace pour assurer un contrôle du chauffage dans létablissement. De conserver la température entre 21 °C lhiver et à plus de 23 °C lété optimise lénergie pour chauffer les chambres. Pour plus dinformation, consulter le site dHydro-québec : www.hydroquebec.com",
8.1.3,"Dans les aires communes, avez-vous posé des revêtements de sol textiles certifiés « Green Label »?",facture de lachat et photo,"Létablissement a posé des revêtements de sols certifiés «Green label» dans les aires communes (corridors, hall dentrée, restaurant, etc.).","The establishment has used Green Label certified floorings in the common area (hallways, entrance, restaurant etc.)",Les matériaux utilisés comme revêtement sont réputés être une source à moyen terme démanation de produits toxiques pour la santé. Utiliser des produits ayant une certification environnementale permet de sassurer que le revêtement a été fait selon des règles environnementales strictes et quil nest pas nocif pour la santé des employés et des clients.,
8.1.4,"Dans les aires communes, achetez-vous du papier tissu 100 % recyclé et certifié ÉcoLogo?",facture de lachat et photo du produit (emballé avec la marque de certification),"Létablissement utilise du papier tissu 100 % recyclé et certifié «ÉcoLogo» dans les aires communes (corridors, hall dentrée, restaurant, etc.).","The establishment uses 100% recycled and ECOLOGO certified tissue paper in the common area (hallways, entrance, restaurant etc.)","Utiliser des produits certifiés ÉCOLOGO favorise la diminution des impacts environnementaux de la fabrication. Certains produits québécois sont aussi certifiés ÉCOLOGO. Pour plus dinformations, consulter le site www.ecologo.org",
8.1.5,"Dans les aires communes, avez-vous intégré des messages de sensibilisation à la protection de l’environnement?",Photo des messages communiqués,"Létablissement diffuse des messages de sensibilisation à lenvironnement dans les aires communes (corridors, hall dentrée, restaurant, etc.).","The establishement broadcasts environmental awareness messages in the common area (hallways, entrance, restaurant etc.)","La clientèle touristique souhaite aujourdhui fréquenter des lieux et sites qui correspondent à ses propres valeurs de protection environnementale. Diffuser des messages de sensibilisation à la protection de lenvironnement permet dinformer la clientèle moins sensibilisée, mais aussi de mettre en évidence les valeurs de létablissement auprès dune clientèle plus avertie.",
8.2.1,"Dans les aires communes, avez-vous installé des distributeurs pour les produits d’hygiène personnelle (savon à main)?",facture de lachat et photo de léquipement,"Létablissement a installé des distributeurs de produits dhygiène personnelle dans les aires communes (salles de bains détages, de restaurant ou de hall dentrée).","The establishment has installed personal hygiene products distributors in the common area (hallways, entrance, restaurant etc.)","Lors de la sélection de produits, il est préférable dappliquer la pensée des 3 RV (Réduire, réutiliser, recycler, valoriser).Dans ce cas-ci, lutilisation de distributeur de produits dhygiène personnelle dans les aires communes permet déviter lemballage inutile et favorise loptimisation du transport.",
8.2.4,"Dans les aires communes, offrez-vous des produits d’hygiène personnelle (savon à main) fabriqués au Québec?",facture de lachat et photo du produit,"Létablissement offre savons fabriqués au Québec dans les aires communes (salles de bains détages, de restaurant ou de hall dentrée).","The establishment offers soap bars made in Quebec in the common area (hallways, entrance, restaurant etc.)","Utiliser des produits régionaux favorise lentrepreneuriat dans la communauté, diminue le chômage et réduit les besoins de transport de marchandises. Cela contribue au développement des communautés et au partage plus équitable des richesses.",
8.2.5,"Dans les aires communes, offrez-vous des produits d’hygiène (savon à main) fabriqués par un artisan local (dont la production est située à moins de 100 km)?",facture de lachat avec ladresse du fournisseur et photo du produit,"Létablissement offre des savons fabriqués par un artisan local (moins de 100 km) dans les aires communes (salles de bains détages, de restaurant ou de hall dentrée).","The establishment offers soap bars made by a local artisan (less than 100 km) in the common area bathrooms (hallways, entrance, restaurant etc.)","Utiliser des produits locaux favorise lentrepreneuriat dans la communauté, diminue le chômage et réduit les besoins de transport de marchandises. Cela contribue au développement des communautés et au partage plus équitable des richesses.",
8.2.6,"Dans les aires communes, avez-vous un système de collecte des matières recyclables?",Photo du système de collecte,"Des bacs de recyclage sont accessibles dans les aires communes (salles de bains détages, le restaurant, le hall dentrée, les corridors, etc.).","There are recycling bins in the common area bathrooms (hallways, entrance, restaurant etc.)","Permettre à la clientèle de pouvoir recycler envoie un signal clair sur lorientation et les valeurs de létablissement. Évidemment, il est important que le recyclage soit ramassé de manière adéquate sans quil soit mélangé aux déchets ultimes. Plusieurs fournisseurs québécois possèdent une offre intéressante de bacs de recyclage dans les aires communes.",
8.2.7,"Dans les aires communes, utilisez-vous du papier à main contenant des matières recyclées et certifié ÉcoLogo?",facture de lachat et photo du produit,"Létablissement utilise du papier à main contenant des matières recyclées certifié «Écologo» dans les aires communes (salles de bains détages, de restaurant et du hall dentrée, etc.).","The establishment uses paper towel containing recycled fibers certified by ECOLOGO, in the common area bathrooms (hallways, entrance, restaurant etc.)","Utiliser des produits certifiés ÉCOLOGO favorise la diminution des impacts environnementaux de la fabrication. Certains produits québécois sont aussi certifiés ÉCOLOGO. Pour plus dinformations, consulter le site www.ecologo.org",
